AGI;abscisic_acid;auxin;brassinosteroid;cytokinin;ethylene;gibberellin;jasmonic_acid;salicylic_acid;karrikin;strigolactone;summary;summary_detailed;abscisic_acid_evidence_code;auxin_evidence_code;brassinosteroid_evidence_code;cytokinin_evidence_code;ethylene_evidence_code;gibberellin_evidence_code;jasmonic_acid_evidence_code;salicylic_acid_evidence_code;karrikin_evidence_code;strigolactone_evidence_code;CountIEP;CountExclusiveIEP;pieVec
AT2G39940;1;0;0;0;1;0;1;0;0;0;multiple;abscisic acid,ethylene,jasmonic acid;;;;;TAS;;TAS,IGI,IMP;;;;0;0;piechart: valuelist="1,0,0,0,1,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G40180;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G40220;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G40340;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G42680;1;0;0;0;1;0;0;0;0;0;multiple;abscisic acid,ethylene;;;;;ISS;;;;;;0;0;piechart: valuelist="1,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G43790;1;0;0;0;1;0;1;1;0;0;multiple;abscisic acid,ethylene,jasmonic acid,salicylic acid;IEP;;;;IDA;;IMP;;;;1;1;piechart: valuelist="1,0,0,0,1,0,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46370;1;1;0;0;1;0;1;0;0;0;multiple;abscisic acid,auxin,ethylene,jasmonic acid;;ISS,IEP;;;IGI;;IMP,IDA,IGI;;;;1;0;piechart: valuelist="1,1,0,0,1,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G46830;1;1;0;0;1;1;1;1;0;0;multiple;abscisic acid,auxin,ethylene,gibberellin,jasmonic acid,salicylic acid;IEP;IEP;;;IEP;IEP;IEP;IEP;;;6;6;piechart: valuelist="1,1,0,0,1,1,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT2G47770;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G08550;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G11240;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IGI;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G11410;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IEP,TAS;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G12490;1;0;0;0;0;1;0;0;0;0;multiple;abscisic acid,gibberellin;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G15730;1;0;0;0;0;0;1;0;0;0;multiple;abscisic acid,jasmonic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G18130;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G20770;1;0;0;0;1;0;0;0;0;0;multiple;abscisic acid,ethylene;;;;;TAS,IBA,IMP;;;;;;0;0;piechart: valuelist="1,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G23050;1;1;0;0;0;0;1;0;0;0;multiple;abscisic acid,auxin,jasmonic acid;;TAS;;;;;IEP;;;;1;1;piechart: valuelist="1,1,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G24520;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G24650;1;1;0;0;0;0;0;0;0;0;multiple;abscisic acid,auxin;IMP;IMP;;;;;;;;;0;0;piechart: valuelist="1,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G26790;1;1;0;0;0;1;0;0;0;0;multiple;abscisic acid,auxin,gibberellin;IMP;IEP;;;;IMP;;;;;1;1;piechart: valuelist="1,1,0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G48040;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;TAS;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G48360;1;1;0;0;0;0;1;1;0;0;multiple;abscisic acid,auxin,jasmonic acid,salicylic acid;IMP,IEP;IEP,IMP;;;;;IEP;IEP;;;4;2;piechart: valuelist="1,1,0,0,0,0,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G53480;1;1;0;0;0;0;0;0;0;0;multiple;abscisic acid,auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="1,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G54320;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G55530;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G58680;1;0;0;0;1;0;0;0;0;0;multiple;abscisic acid,ethylene;;;;;ISS;;;;;;0;0;piechart: valuelist="1,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT3G63210;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G09570;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IBA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G15900;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G16280;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G18010;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G19850;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G21670;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G23650;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IBA,IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G25470;1;0;0;0;1;0;1;1;0;0;multiple;abscisic acid,ethylene,jasmonic acid,salicylic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,1,0,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G26070;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G26080;1;0;0;0;1;0;0;0;0;0;multiple;abscisic acid,ethylene;IMP,IGI,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G26110;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G33950;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IDA,TAS;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G36830;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G38630;1;1;0;1;0;0;0;0;0;0;multiple;abscisic acid,auxin,cytokinin;IMP;IMP;;IMP,IEP;;;;;;;1;0;piechart: valuelist="1,1,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G39850;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G01540;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G01550;1;0;0;0;0;1;0;0;0;0;multiple;abscisic acid,gibberellin;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G02310;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G03730;1;1;0;0;1;1;0;0;0;0;multiple;abscisic acid,auxin,ethylene,gibberellin;;;;;TAS,IMP;IMP;;;;;0;0;piechart: valuelist="1,1,0,0,1,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G05700;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IGI;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G10560;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G13530;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IGI,IMP,IBA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G13680;1;1;0;0;0;0;0;0;0;0;multiple;abscisic acid,auxin;IMP;IMP;;;;;;;;;0;0;piechart: valuelist="1,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G15970;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G19330;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G20270;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G20910;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IBA,IMP,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G23720;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G40280;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G44200;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G47100;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G48870;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G52310;1;0;0;0;1;0;0;0;0;0;multiple;abscisic acid,ethylene;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G56270;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G57050;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IGI,IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G57390;1;1;0;0;0;1;1;0;0;0;multiple;abscisic acid,auxin,gibberellin,jasmonic acid;;IGI;;;;;;;;;0;0;piechart: valuelist="1,1,0,0,0,1,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G57800;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G58230;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G60410;1;0;0;0;0;0;0;1;0;0;multiple;abscisic acid,salicylic acid;IMP;;;;;;;IMP;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G62470;1;1;0;0;0;0;0;1;0;0;multiple;abscisic acid,auxin,salicylic acid;IMP,IEP;;;;;;;IEP;;;2;1;piechart: valuelist="1,1,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G63320;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G63980;1;1;0;0;0;0;1;0;0;0;multiple;abscisic acid,auxin,jasmonic acid;IMP;;;;;;IMP;;;;0;0;piechart: valuelist="1,1,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G66400;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IBA,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G67300;1;1;0;0;1;1;1;1;0;0;multiple;abscisic acid,auxin,ethylene,gibberellin,jasmonic acid,salicylic acid;IMP,IEP;IDA,IEP;;;IEP;IEP;IMP,IEP;IMP,IEP;;;6;2;piechart: valuelist="1,1,0,0,1,1,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT5G67500;1;0;0;1;0;0;0;0;0;0;multiple;abscisic acid,cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="1,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
CPR22;1;0;0;0;0;0;0;1;0;0;multiple;abscisic acid,salicylic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
GCA1;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
GCA2;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;NAS,IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
GCA3-GCA8;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
GRS;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
HOS5;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
SAX1;1;0;1;0;1;0;0;0;0;0;multiple;abscisic acid,brassinosteroid,ethylene;;;IMP;;;;;;;;0;0;piechart: valuelist="1,0,1,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
UVS66;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;;;;;;;;;;;;;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT1G71960;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IDA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
